etab|x|y|annee|commune|secteur|acad|dep|nom_norme|ep|effectif_1er_cycle|ips_total|note_ecrit_dnb|ens_inf_35_ans
0011150V|908609.3|6521522.6|2015|01034|privé sous contrat|Lyon|01|COLLEGE PRIVE ENSEMBLE SCOLAIRE LAMARTINE|Hors EP|314|98.4|10.3|70.5
0011150V|908609.3|6521522.6|2016|01034|privé sous contrat|Lyon|01|COLLEGE PRIVE ENSEMBLE SCOLAIRE LAMARTINE|Hors EP|310|104.7|10.1|17.5
0011150V|908609.3|6521522.6|2017|01034|privé sous contrat|Lyon|01|COLLEGE PRIVE ENSEMBLE SCOLAIRE LAMARTINE|Hors EP|310|102.3|12.3|7.7
0011151W|851436.8|6526937.4|2014|01249|privé sous contrat|Lyon|01|COLLEGE PRIVE SAINT JOSEPH|Hors EP|310|98.3|12.4|5.5
0011151W|851436.8|6526937.4|2015|01249|privé sous contrat|Lyon|01|COLLEGE PRIVE SAINT JOSEPH|Hors EP|322|110.4|10.2|51
0011151W|851436.8|6526937.4|2016|01249|privé sous contrat|Lyon|01|COLLEGE PRIVE SAINT JOSEPH|Hors EP|324|124.8|10.4|23.5
0011151W|851436.8|6526937.4|2017|01249|privé sous contrat|Lyon|01|COLLEGE PRIVE SAINT JOSEPH|Hors EP|330|82.3|10.8|36.7
0011193S|836436.9|6544137|2014|01194|public|Lyon|01|COLLEGE LEON MARIE FOURNET|Hors EP|634|106.9|11|46.7
0011193S|836436.9|6544137|2015|01194|public|Lyon|01|COLLEGE LEON MARIE FOURNET|Hors EP|623|102.7|9.1|45.4
0011193S|836436.9|6544137|2016|01194|public|Lyon|01|COLLEGE LEON MARIE FOURNET|Hors EP|543|103.3|9.6|18.4
0011193S|836436.9|6544137|2017|01194|public|Lyon|01|COLLEGE LEON MARIE FOURNET|Hors EP|496|104|11.2|22.1
0011257L|851738.5|6538291.5|2014|01333|public|Lyon|01|COLLEGE DE LA DOMBES|Hors EP|534|101.4|9|31.6
0011257L|851738.5|6538291.5|2015|01333|public|Lyon|01|COLLEGE DE LA DOMBES|Hors EP|525|74.8|11.4|32.5
0011257L|851738.5|6538291.5|2016|01333|public|Lyon|01|COLLEGE DE LA DOMBES|Hors EP|553|120.6|12.5|40.7
0011257L|851738.5|6538291.5|2017|01333|public|Lyon|01|COLLEGE DE LA DOMBES|Hors EP|567|81|9.1|30.3
0011275F|871839.5|6568376.9|2014|01053|public|Lyon|01|COLLEGE THOMAS RIBOUD|Hors EP|470|95.2|8.6|20.9
0011275F|871839.5|6568376.9|2015|01053|public|Lyon|01|COLLEGE THOMAS RIBOUD|Hors EP|455|111.7|11.6|27.8
0011275F|871839.5|6568376.9|2016|01053|public|Lyon|01|COLLEGE THOMAS RIBOUD|Hors EP|522|80.4|10.3|46.9
0011275F|871839.5|6568376.9|2017|01053|public|Lyon|01|COLLEGE THOMAS RIBOUD|Hors EP|532|109.9|13.5|38.9
0011300H|877559.5|6538925.5|2014|01213|public|Lyon|01|COLLEGE DE LA PLAINE DE L AIN|Hors EP|677|103.1|9.3|46.5
0011300H|877559.5|6538925.5|2015|01213|public|Lyon|01|COLLEGE DE LA PLAINE DE L AIN|Hors EP|682|108.2|11.3|21.7
0011300H|877559.5|6538925.5|2016|01213|public|Lyon|01|COLLEGE DE LA PLAINE DE L AIN|Hors EP|633|114.5|9.9|13.2
0011300H|877559.5|6538925.5|2017|01213|public|Lyon|01|COLLEGE DE LA PLAINE DE L AIN|Hors EP|649|105.2|11.6|44.9
0011301J|936702.3|6577479.8|2014|01313|public|Lyon|01|COLLEGE LE JORAN|Hors EP|458|99.9|10.5|22.9
0011301J|936702.3|6577479.8|2015|01313|public|Lyon|01|COLLEGE LE JORAN|Hors EP|467|116.8|8.2|20.7
0011301J|936702.3|6577479.8|2016|01313|public|Lyon|01|COLLEGE LE JORAN|Hors EP|475|119|10|8.9
0011301J|936702.3|6577479.8|2017|01313|public|Lyon|01|COLLEGE LE JORAN|Hors EP|500|128.7|11.8|26.5
0011325K|898973.4|6567487.9|2014|01265|public|Lyon|01|COLLEGE THEODORE ROSSET|Hors EP|674|107.1|10.2|41.4
0011325K|898973.4|6567487.9|2015|01265|public|Lyon|01|COLLEGE THEODORE ROSSET|Hors EP|656|78.6|12.1|26.3
0011325K|898973.4|6567487.9|2016|01265|public|Lyon|01|COLLEGE THEODORE ROSSET|Hors EP|668|82.3|12|40
0011325K|898973.4|6567487.9|2017|01265|public|Lyon|01|COLLEGE THEODORE ROSSET|Hors EP|663|105.2|14.1|40.6
0011333U|869328.6|6569410.7|2014|01344|public|Lyon|01|COLLEGE YVON MORANDAT|Hors EP|540|102.5|11.2|8.8
0011333U|869328.6|6569410.7|2015|01344|public|Lyon|01|COLLEGE YVON MORANDAT|Hors EP|527|100.9|11.3|36.1
0011333U|869328.6|6569410.7|2016|01344|public|Lyon|01|COLLEGE YVON MORANDAT|Hors EP|514|114.7|10.4|9.5
0011333U|869328.6|6569410.7|2017|01344|public|Lyon|01|COLLEGE YVON MORANDAT|Hors EP|523|89.6|11.7|23.5
0011338Z|840567.4|6538393.7|2014|01322|public|Lyon|01|COLLEGE JEAN COMPAGNON|Hors EP|559|68.9|9.9|13.1
0011338Z|840567.4|6538393.7|2015|01322|public|Lyon|01|COLLEGE JEAN COMPAGNON|Hors EP|574|87.7|10.1|29.6
0011338Z|840567.4|6538393.7|2016|01322|public|Lyon|01|COLLEGE JEAN COMPAGNON|Hors EP|621|108.2|12.7|8.8
0011338Z|840567.4|6538393.7|2017|01322|public|Lyon|01|COLLEGE JEAN COMPAGNON|Hors EP|643|102.9|9|33.2
0011360Y|856341.2|6528501.2|2014|01043|public|Lyon|01|COLLEGE LOUIS ARMSTRONG|Hors EP|432|133.9|9.9|45.2
0011360Y|856341.2|6528501.2|2015|01043|public|Lyon|01|COLLEGE LOUIS ARMSTRONG|Hors EP|435|139.8|10|14.8
0011360Y|856341.2|6528501.2|2016|01043|public|Lyon|01|COLLEGE LOUIS ARMSTRONG|Hors EP|463|112.4|12.3|39
0011360Y|856341.2|6528501.2|2017|01043|public|Lyon|01|COLLEGE LOUIS ARMSTRONG|Hors EP|479|105.6|10.1|51.6
0011387C|879091.8|6567561|2014|01072|public|Lyon|01|COLLEGE LUCIE AUBRAC|Hors EP|605|107.2|11.6|5.1
0011387C|879091.8|6567561|2015|01072|public|Lyon|01|COLLEGE LUCIE AUBRAC|Hors EP|639|77.2|13.1|24.9
0011387C|879091.8|6567561|2016|01072|public|Lyon|01|COLLEGE LUCIE AUBRAC|Hors EP|664|82.2|11.5|34.6
0011387C|879091.8|6567561|2017|01072|public|Lyon|01|COLLEGE LUCIE AUBRAC|Hors EP|675|69.5|11.5|8.7
0011388D|925299.7|6569392|2014|01288|public|Lyon|01|COLLEGE DE PERON|Hors EP|576|79.4|8.6|23
0011388D|925299.7|6569392|2015|01288|public|Lyon|01|COLLEGE DE PERON|Hors EP|585|102|10.2|0
0011388D|925299.7|6569392|2016|01288|public|Lyon|01|COLLEGE DE PERON|Hors EP|605|105.9|8.6|45.6
0011388D|925299.7|6569392|2017|01288|public|Lyon|01|COLLEGE DE PERON|Hors EP|639|105.5|12.3|18.5
0011415H|838226.8|6556027.7|2016|01258|public|Lyon|01|COLLEGE DE MONTCEAUX|Hors EP|447|111.7|11.5|22.7
0011415H|838226.8|6556027.7|2017|01258|public|Lyon|01|COLLEGE DE MONTCEAUX|Hors EP|647|123.4|12.6|48.2
0020002S|732697|6934850.2|2014|02018|public|Amiens|02|COLLEGE LOUIS SANDRAS|Hors EP|487|98.2|12.1|5
0020002S|732697|6934850.2|2015|02018|public|Amiens|02|COLLEGE LOUIS SANDRAS|Hors EP|526|101.9|13.8|37.5
0020002S|732697|6934850.2|2016|02018|public|Amiens|02|COLLEGE LOUIS SANDRAS|Hors EP|518|103.3|9.7|10.5
0020002S|732697|6934850.2|2017|02018|public|Amiens|02|COLLEGE LOUIS SANDRAS|Hors EP|509|122.2|11.3|27.7
0020004U|722768|6988624.6|2014|02057|public|Amiens|02|COLLEGE JOSQUIN DES PRES|Hors EP|304|117.5|8.7|0
0020004U|722768|6988624.6|2015|02057|public|Amiens|02|COLLEGE JOSQUIN DES PRES|Hors EP|291|96.4|10.9|17.4
0020004U|722768|6988624.6|2016|02057|public|Amiens|02|COLLEGE JOSQUIN DES PRES|Hors EP|280|71.2|11.3|8.7
0020004U|722768|6988624.6|2017|02057|public|Amiens|02|COLLEGE JOSQUIN DES PRES|Hors EP|269|86.1|8.6|25.4
0020007X|732742.3|6987491.1|2014|02095|public|Amiens|02|COLLEGE HENRI MATISSE|REP+|413|91.3|11|35.7
0020007X|732742.3|6987491.1|2015|02095|public|Amiens|02|COLLEGE HENRI MATISSE|REP+|360|95.3|12.1|0
0020007X|732742.3|6987491.1|2016|02095|public|Amiens|02|COLLEGE HENRI MATISSE|REP+|345|90.3|10.8|49.1
0020007X|732742.3|6987491.1|2017|02095|public|Amiens|02|COLLEGE HENRI MATISSE|REP+|332|95.7|12.7|6.6
0020009Z|738787|6916432.2|2014|02110|public|Amiens|02|COLLEGE PIERRE ET MARIE CURIE|Hors EP|371|105.4|10.4|11.5
0020009Z|738787|6916432.2|2015|02110|public|Amiens|02|COLLEGE PIERRE ET MARIE CURIE|Hors EP|360|102.4|11.5|27.4
0020009Z|738787|6916432.2|2016|02110|public|Amiens|02|COLLEGE PIERRE ET MARIE CURIE|Hors EP|390|96.8|10|25.7
0020009Z|738787|6916432.2|2017|02110|public|Amiens|02|COLLEGE PIERRE ET MARIE CURIE|Hors EP|374|107.3|12.5|22
0020011B|720377.5|6875053.4|2014|02163|public|Amiens|02|COLLEGE FRANCOIS TRUFFAUT|Hors EP|778|97.1|13|17.3
0020011B|720377.5|6875053.4|2015|02163|public|Amiens|02|COLLEGE FRANCOIS TRUFFAUT|Hors EP|775|99.6|11.7|17.3
0020011B|720377.5|6875053.4|2016|02163|public|Amiens|02|COLLEGE FRANCOIS TRUFFAUT|Hors EP|776|127|9.1|40.1
0020011B|720377.5|6875053.4|2017|02163|public|Amiens|02|COLLEGE FRANCOIS TRUFFAUT|Hors EP|720|102.9|12.4|24
0020015F|716363|6947167.9|2014|02173|public|Amiens|02|COLLEGE JACQUES CARTIER|Hors EP|520|106|10.3|8.3
0020015F|716363|6947167.9|2015|02173|public|Amiens|02|COLLEGE JACQUES CARTIER|Hors EP|490|111.2|11.1|19.7
0020015F|716363|6947167.9|2016|02173|public|Amiens|02|COLLEGE JACQUES CARTIER|Hors EP|483|116.1|11.5|21.1
0020015F|716363|6947167.9|2017|02173|public|Amiens|02|COLLEGE JACQUES CARTIER|Hors EP|485|69.3|13.1|19.2
0020016G|740109|6878514|2014|02209|public|Amiens|02|COLLEGE DE LA FAYE|Hors EP|380|105.4|10.5|29.5
0020016G|740109|6878514|2015|02209|public|Amiens|02|COLLEGE DE LA FAYE|Hors EP|373|108|9.7|0
0020016G|740109|6878514|2016|02209|public|Amiens|02|COLLEGE DE LA FAYE|Hors EP|358|135.8|9.1|15.3
0020016G|740109|6878514|2017|02209|public|Amiens|02|COLLEGE DE LA FAYE|Hors EP|365|86.2|10.1|12.8
0020017H|759714.8|6929440.9|2014|02215|public|Amiens|02|COLLEGE LEOPOLD SENGHOR|Hors EP|337|92.9|8.7|48.9
0020017H|759714.8|6929440.9|2015|02215|public|Amiens|02|COLLEGE LEOPOLD SENGHOR|Hors EP|335|115.6|10|25.8
0020017H|759714.8|6929440.9|2016|02215|public|Amiens|02|COLLEGE LEOPOLD SENGHOR|Hors EP|344|107.1|11.3|11.9
0020017H|759714.8|6929440.9|2017|02215|public|Amiens|02|COLLEGE LEOPOLD SENGHOR|Hors EP|349|94.5|9.5|16.5
0020018J|722700.6|6935532.5|2014|02217|public|Amiens|02|COLLEGE LEON DROUSSENT|Hors EP|412|93.6|10.7|24.2
0020018J|722700.6|6935532.5|2015|02217|public|Amiens|02|COLLEGE LEON DROUSSENT|Hors EP|402|100|9.7|35.7
0020018J|722700.6|6935532.5|2016|02217|public|Amiens|02|COLLEGE LEON DROUSSENT|Hors EP|413|106.4|12.1|27.7
0020018J|722700.6|6935532.5|2017|02217|public|Amiens|02|COLLEGE LEON DROUSSENT|Hors EP|410|96.3|11.7|28.4
0020024R|736951.1|6900027.6|2014|02305|public|Amiens|02|COLLEGE ANNE DE MONTMORENCY|REP|479|100|11.5|43.2
0020024R|736951.1|6900027.6|2015|02305|public|Amiens|02|COLLEGE ANNE DE MONTMORENCY|REP|471|91.6|13.4|41.8
0020024R|736951.1|6900027.6|2016|02305|public|Amiens|02|COLLEGE ANNE DE MONTMORENCY|REP|434|109|10.7|31.1
0020024R|736951.1|6900027.6|2017|02305|public|Amiens|02|COLLEGE ANNE DE MONTMORENCY|REP|452|91.8|8.2|24.1
0020029W|770149.4|6927588.6|2014|02360|public|Amiens|02|COLLEGE ALEXANDRE DUMAS|Hors EP|383|87.1|12.5|15.4
0020029W|770149.4|6927588.6|2015|02360|public|Amiens|02|COLLEGE ALEXANDRE DUMAS|Hors EP|379|119.3|9.9|16.7
0020029W|770149.4|6927588.6|2016|02360|public|Amiens|02|COLLEGE ALEXANDRE DUMAS|Hors EP|362|84.2|9.6|30.8
0020029W|770149.4|6927588.6|2017|02360|public|Amiens|02|COLLEGE ALEXANDRE DUMAS|Hors EP|352|106.7|10.6|33.1
0020030X|745736.6|6978565|2014|02361|public|Amiens|02|COLLEGE CAMILLE DESMOULINS|REP|405|117.1|11.7|25.2
0020030X|745736.6|6978565|2015|02361|public|Amiens|02|COLLEGE CAMILLE DESMOULINS|REP|402|126.4|11.8|20
0020030X|745736.6|6978565|2016|02361|public|Amiens|02|COLLEGE CAMILLE DESMOULINS|REP|374|116.1|9.7|17.1
0020030X|745736.6|6978565|2017|02361|public|Amiens|02|COLLEGE CAMILLE DESMOULINS|REP|371|72.1|11.6|17.7
0020037E|725898|6961615.5|2014|02532|public|Amiens|02|COLLEGE SUZANNE DEUTSCH DE LA MEURTHE|Hors EP|357|88.7|7.5|7.4
0020037E|725898|6961615.5|2015|02532|public|Amiens|02|COLLEGE SUZANNE DEUTSCH DE LA MEURTHE|Hors EP|344|117.3|9|36.7
0020037E|725898|6961615.5|2016|02532|public|Amiens|02|COLLEGE SUZANNE DEUTSCH DE LA MEURTHE|Hors EP|342|135.8|8.9|31.8
0020037E|725898|6961615.5|2017|02532|public|Amiens|02|COLLEGE SUZANNE DEUTSCH DE LA MEURTHE|Hors EP|356|122.6|10.6|12.7
0020038F|719558.1|6896788.1|2014|02543|public|Amiens|02|COLLEGE JOSEPH BOURY|Hors EP|457|96.1|9.4|10.4
0020038F|719558.1|6896788.1|2015|02543|public|Amiens|02|COLLEGE JOSEPH BOURY|Hors EP|433|116.4|11.1|42.3
0020038F|719558.1|6896788.1|2016|02543|public|Amiens|02|COLLEGE JOSEPH BOURY|Hors EP|424|98.9|8.6|15.5
0020038F|719558.1|6896788.1|2017|02543|public|Amiens|02|COLLEGE JOSEPH BOURY|Hors EP|443|90.9|10.6|10
0020039G|756231.6|6990449.1|2014|02558|public|Amiens|02|COLLEGE COLBERT QUENTIN|REP|247|95.1|10.4|0
0020039G|756231.6|6990449.1|2015|02558|public|Amiens|02|COLLEGE COLBERT QUENTIN|REP|251|97.6|9.2|0
0020039G|756231.6|6990449.1|2016|02558|public|Amiens|02|COLLEGE COLBERT QUENTIN|REP|267|119.9|8.3|0
0020039G|756231.6|6990449.1|2017|02558|public|Amiens|02|COLLEGE COLBERT QUENTIN|REP|294|124.2|10.3|30.9
0020043L|781440.1|6957348.6|2014|02666|public|Amiens|02|COLLEGE JULES FERRY|Hors EP|172|83.6|12.5|46.9
0020043L|781440.1|6957348.6|2015|02666|public|Amiens|02|COLLEGE JULES FERRY|Hors EP|165|110.4|12.1|32.2
0020043L|781440.1|6957348.6|2016|02666|public|Amiens|02|COLLEGE JULES FERRY|Hors EP|183|92.2|6.4|31.5
0020043L|781440.1|6957348.6|2017|02666|public|Amiens|02|COLLEGE JULES FERRY|Hors EP|160|62.8|6.4|22.9
0020044M|750900.5|6969923.9|2014|02668|public|Amiens|02|COLLEGE QUENTIN DE LA TOUR|Hors EP|196|101.3|7.3|21.9
0020044M|750900.5|6969923.9|2015|02668|public|Amiens|02|COLLEGE QUENTIN DE LA TOUR|Hors EP|188|68.4|11.5|27.3
0020044M|750900.5|6969923.9|2016|02668|public|Amiens|02|COLLEGE QUENTIN DE LA TOUR|Hors EP|192|98.8|10.6|24.2
0020044M|750900.5|6969923.9|2017|02668|public|Amiens|02|COLLEGE QUENTIN DE LA TOUR|Hors EP|190|106.7|9.7|6.7
0020046P|727342.5|6943591.1|2014|02680|public|Amiens|02|COLLEGE DE LA CHESNOYE|Hors EP|252|92.6|12.9|19.4
0020046P|727342.5|6943591.1|2015|02680|public|Amiens|02|COLLEGE DE LA CHESNOYE|Hors EP|247|79.9|11.5|8.8
0020046P|727342.5|6943591.1|2016|02680|public|Amiens|02|COLLEGE DE LA CHESNOYE|Hors EP|241|126.2|11.6|28.9
0020046P|727342.5|6943591.1|2017|02680|public|Amiens|02|COLLEGE DE LA CHESNOYE|Hors EP|258|102.3|11.2|5.6
0020054Y|721630.5|6973853|2014|02691|public|Amiens|02|COLLEGE MONTAIGNE|REP+|268|100.9|13.1|33.4
0020054Y|721630.5|6973853|2015|02691|public|Amiens|02|COLLEGE MONTAIGNE|REP+|270|97.6|12.7|42.4
0020054Y|721630.5|6973853|2016|02691|public|Amiens|02|COLLEGE MONTAIGNE|REP+|279|104.5|9.1|27.1
0020054Y|721630.5|6973853|2017|02691|public|Amiens|02|COLLEGE MONTAIGNE|REP+|305|102.8|11.5|17.9
0020055Z|719689.5|6973583.9|2014|02691|public|Amiens|02|COLLEGE GABRIEL HANOTAUX|REP|289|143|11.4|41.7
0020055Z|719689.5|6973583.9|2015|02691|public|Amiens|02|COLLEGE GABRIEL HANOTAUX|REP|298|97.1|11.9|37.4
0020055Z|719689.5|6973583.9|2016|02691|public|Amiens|02|COLLEGE GABRIEL HANOTAUX|REP|326|104.1|10.7|52.3
0020055Z|719689.5|6973583.9|2017|02691|public|Amiens|02|COLLEGE GABRIEL HANOTAUX|REP|332|104.6|9.8|8.7
0020056A|722961.7|6970929|2014|02691|public|Amiens|02|COLLEGE MARTHE LEFEVRE|REP|322|101.7|10.3|24.9
0020056A|722961.7|6970929|2015|02691|public|Amiens|02|COLLEGE MARTHE LEFEVRE|REP|300|111.9|10.1|4.2
0020056A|722961.7|6970929|2016|02691|public|Amiens|02|COLLEGE MARTHE LEFEVRE|REP|290|131.3|10.1|39.9
0020056A|722961.7|6970929|2017|02691|public|Amiens|02|COLLEGE MARTHE LEFEVRE|REP|285|119.8|11.2|17.8
0020063H|720611.7|6950013.2|2014|02738|public|Amiens|02|COLLEGE JOLIOT CURIE|Hors EP|697|117.9|10.6|15
0020063H|720611.7|6950013.2|2015|02738|public|Amiens|02|COLLEGE JOLIOT CURIE|Hors EP|691|110|10.4|11.6
0020063H|720611.7|6950013.2|2016|02738|public|Amiens|02|COLLEGE JOLIOT CURIE|Hors EP|694|123.2|12.5|32.9
0020063H|720611.7|6950013.2|2017|02738|public|Amiens|02|COLLEGE JOLIOT CURIE|Hors EP|687|131.5|10.6|26
0020065K|737936.2|6922750.8|2014|02758|public|Amiens|02|COLLEGE ALAN SEEGER|Hors EP|234|82.4|11.4|9.2
0020065K|737936.2|6922750.8|2015|02758|public|Amiens|02|COLLEGE ALAN SEEGER|Hors EP|250|110.5|10.9|15
0020065K|737936.2|6922750.8|2016|02758|public|Amiens|02|COLLEGE ALAN SEEGER|Hors EP|250|88.4|6.9|16.9
0020065K|737936.2|6922750.8|2017|02758|public|Amiens|02|COLLEGE ALAN SEEGER|Hors EP|241|88.4|11.3|42.2
0020066L|710455.2|6975393.6|2014|02785|public|Amiens|02|COLLEGE MARCEL PAGNOL|Hors EP|365|99.7|9.2|15.4
0020066L|710455.2|6975393.6|2015|02785|public|Amiens|02|COLLEGE MARCEL PAGNOL|Hors EP|342|113.6|12|45.8
0020066L|710455.2|6975393.6|2016|02785|public|Amiens|02|COLLEGE MARCEL PAGNOL|Hors EP|355|96|11.5|9.7
0020066L|710455.2|6975393.6|2017|02785|public|Amiens|02|COLLEGE MARCEL PAGNOL|Hors EP|338|84.7|12.3|6.9
0020067M|765784.8|6971216.6|2014|02789|public|Amiens|02|COLLEGE CONDORCET|REP|376|96.9|10.1|0
0020067M|765784.8|6971216.6|2015|02789|public|Amiens|02|COLLEGE CONDORCET|REP|366|98.2|10|14.9
0020067M|765784.8|6971216.6|2016|02789|public|Amiens|02|COLLEGE CONDORCET|REP|339|86|10.9|7.7
0020067M|765784.8|6971216.6|2017|02789|public|Amiens|02|COLLEGE CONDORCET|REP|340|94.7|11.6|20.3
0020072T|742968.3|6990803.7|2014|02830|public|Amiens|02|COLLEGE|REP|207|106.7|10.5|15.5
0020072T|742968.3|6990803.7|2015|02830|public|Amiens|02|COLLEGE|REP|218|116.8|8.9|25.7
0020072T|742968.3|6990803.7|2016|02830|public|Amiens|02|COLLEGE|REP|226|120.4|10.9|31.1
0020072T|742968.3|6990803.7|2017|02830|public|Amiens|02|COLLEGE|REP|243|95.5|8.4|10.1
0020075W|778703.9|6981036.5|2014|02381|public|Amiens|02|COLLEGE GEORGES COBAST|REP|460|119.8|12.9|15.9
0020075W|778703.9|6981036.5|2015|02381|public|Amiens|02|COLLEGE GEORGES COBAST|REP|434|107.8|9.4|19.3
0020075W|778703.9|6981036.5|2016|02381|public|Amiens|02|COLLEGE GEORGES COBAST|REP|473|74.7|8.7|17.4
0020075W|778703.9|6981036.5|2017|02381|public|Amiens|02|COLLEGE GEORGES COBAST|REP|481|107.4|12.6|19.6
0020076X|719728.3|6971061.4|2014|02691|public|Amiens|02|COLLEGE JEAN MOULIN|REP|284|136.4|9.3|44.8
0020076X|719728.3|6971061.4|2015|02691|public|Amiens|02|COLLEGE JEAN MOULIN|REP|284|121.8|11.5|34.7
0020076X|719728.3|6971061.4|2016|02691|public|Amiens|02|COLLEGE JEAN MOULIN|REP|276|107.8|9.3|15.3
0020076X|719728.3|6971061.4|2017|02691|public|Amiens|02|COLLEGE JEAN MOULIN|REP|288|105.9|10.9|5.1
0020080B|720967.7|6972301.6|2014|02691|public|Amiens|02|COLLEGE PIERRE DE LA RAMEE|Hors EP|612|85.5|10.7|18.2
0020080B|720967.7|6972301.6|2015|02691|public|Amiens|02|COLLEGE PIERRE DE LA RAMEE|Hors EP|567|84.6|12.3|18.2
0020080B|720967.7|6972301.6|2016|02691|public|Amiens|02|COLLEGE PIERRE DE LA RAMEE|Hors EP|516|86.9|12.2|22.4
0020080B|720967.7|6972301.6|2017|02691|public|Amiens|02|COLLEGE PIERRE DE LA RAMEE|Hors EP|508|125|11.3|11.6
0020090M|746383.8|6940525.3|2014|02408|public|Amiens|02|COLLEGE CHARLEMAGNE|REP+|716|94.7|8.7|18.7
0020090M|746383.8|6940525.3|2015|02408|public|Amiens|02|COLLEGE CHARLEMAGNE|REP+|698|115.6|8.6|12.5
0020090M|746383.8|6940525.3|2016|02408|public|Amiens|02|COLLEGE CHARLEMAGNE|REP+|684|108.4|9.7|19.5
0020090M|746383.8|6940525.3|2017|02408|public|Amiens|02|COLLEGE CHARLEMAGNE|REP+|650|97.2|11.8|28.1
0020467X|727816.4|6951014.6|2014|02165|privé sous contrat|Amiens|02|COLLEGE PRIVE LACORDAIRE|Hors EP|87|116.1|12.5|34.4
0020467X|727816.4|6951014.6|2015|02165|privé sous contrat|Amiens|02|COLLEGE PRIVE LACORDAIRE|Hors EP|58|74.1|11|37.4
0020467X|727816.4|6951014.6|2016|02165|privé sous contrat|Amiens|02|COLLEGE PRIVE LACORDAIRE|Hors EP|65|109.6|9|4.7
0020467X|727816.4|6951014.6|2017|02165|privé sous contrat|Amiens|02|COLLEGE PRIVE LACORDAIRE|Hors EP|50|82.4|11.7|23.5
0020468Y|729199|6882534|2014|02168|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|330|104.9|11.2|32.9
0020468Y|729199|6882534|2015|02168|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|334|118|8.2|30.3
0020468Y|729199|6882534|2016|02168|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|343|86.9|11.8|26.3
0020468Y|729199|6882534|2017|02168|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|330|117.5|11|15.8
0020469Z|715366.2|6946162.7|2014|02173|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT CHARLES|Hors EP|183|110.9|8.5|41.4
0020469Z|715366.2|6946162.7|2015|02173|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT CHARLES|Hors EP|192|128|6.9|29.6
0020469Z|715366.2|6946162.7|2016|02173|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT CHARLES|Hors EP|176|119.4|12.9|16.8
0020469Z|715366.2|6946162.7|2017|02173|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT CHARLES|Hors EP|188|95.2|12.4|9.3
0020470A|765215.7|6971178.1|2014|02321|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|185|99.3|11.7|26.9
0020470A|765215.7|6971178.1|2015|02321|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|182|93.5|9.1|25.3
0020470A|765215.7|6971178.1|2016|02321|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|182|102.9|9.4|0
0020470A|765215.7|6971178.1|2017|02321|privé sous contrat|Amiens|02|COLLEGE PRIVE SAINT JOSEPH|Hors EP|208|88.6|10.2|32.5
0020471B|745048.2|6940649.1|2014|02408|privé sous contrat|Amiens|02|COLLEGE PRIVE LA PROVIDENCE|Hors EP|288|120.5|8.5|42.3
0020471B|745048.2|6940649.1|2015|02408|privé sous contrat|Amiens|02|COLLEGE PRIVE LA PROVIDENCE|Hors EP|289|107.6|10.2|7.2
0020471B|745048.2|6940649.1|2016|02408|privé sous contrat|Amiens|02|COLLEGE PRIVE LA PROVIDENCE|Hors EP|284|98.2|9.2|0.6
0020471B|745048.2|6940649.1|2017|02408|privé sous contrat|Amiens|02|COLLEGE PRIVE LA PROVIDENCE|Hors EP|305|91.3|12.4|20.5
0020472C|758262.6|6946047.3|2014|02430|privé sous contrat|Amiens|02|COLLEGE PRIVE NOTRE DAME DE LIESSE|Hors EP|125|87.9|11.2|16
0020472C|758262.6|6946047.3|2015|02430|privé sous contrat|Amiens|02|COLLEGE PRIVE NOTRE DAME DE LIESSE|Hors EP|121|136.4|10.5|25.2
0020472C|758262.6|6946047.3|2016|02430|privé sous contrat|Amiens|02|COLLEGE PRIVE NOTRE DAME DE LIESSE|Hors EP|129|100.8|11|22
0020472C|758262.6|6946047.3|2017|02430|privé sous contrat|Amiens|02|COLLEGE PRIVE NOTRE DAME DE LIESSE|Hors EP|138|121.9|10.6|20.4
0020473D|720538|6972361.2|2014|02691|privé sous contrat|Amiens|02|COLLEGE PRIVE ST JEAN LA CROIX|Hors EP|844|87.1|13.7|52.1
0020473D|720538|6972361.2|2015|02691|privé sous contrat|Amiens|02|COLLEGE PRIVE ST JEAN LA CROIX|Hors EP|859|111.3|9.6|23.2
0020473D|720538|6972361.2|2016|02691|privé sous contrat|Amiens|02|COLLEGE PRIVE ST JEAN LA CROIX|Hors EP|852|128.7|13.2|30.2
0020473D|720538|6972361.2|2017|02691|privé sous contrat|Amiens|02|COLLEGE PRIVE ST JEAN LA CROIX|Hors EP|849|126.4|11|16.8
